"Alekhine Defense, Balogh Variation",https://old.chesstempo.com/gamedb/opening/1,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Bc4
"Alekhine Defense, Brooklyn Variation",https://old.chesstempo.com/gamedb/opening/2,1.e4 Nf6 2.e5 Ng8
"Alekhine Defense, Exchange Variation",https://old.chesstempo.com/gamedb/opening/4,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.exd6
"Alekhine Defense, Four Pawns Attack",https://old.chesstempo.com/gamedb/opening/6,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4
"Alekhine Defense, Four Pawns Attack, Fianchetto Variation",https://old.chesstempo.com/gamedb/opening/8,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4 g6
"Alekhine Defense, Four Pawns Attack, Main Line",https://old.chesstempo.com/gamedb/opening/9,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4 dxe5 6.fxe5 Nc6 7.Be3
"Alekhine Defense, Four Pawns Attack, Trifunovic Variation",https://old.chesstempo.com/gamedb/opening/11,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4 Bf5
"Alekhine Defense, General",https://old.chesstempo.com/gamedb/opening/13,1.e4 Nf6
"Alekhine Defense, Hunt Variation, Lasker Simul Gambit",https://old.chesstempo.com/gamedb/opening/15,1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5 Nd5 5.Nc3 e6 6.Bc4
"Alekhine Defense, Maroczy Variation",https://old.chesstempo.com/gamedb/opening/21,1.e4 Nf6 2.d3
"Alekhine Defense, Modern Variation",https://old.chesstempo.com/gamedb/opening/22,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3
"Alekhine Defense, Modern Variation, Alburt Variation",https://old.chesstempo.com/gamedb/opening/23,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 g6
"Alekhine Defense, Modern Variation, Alekhine Gambit",https://old.chesstempo.com/gamedb/opening/24,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.c4 Nb6 6.Be2
"Alekhine Defense, Modern Variation, Keres Variation",https://old.chesstempo.com/gamedb/opening/26,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 g6 5.Bc4 Nb6 6.Bb3 Bg7 7.a4
"Alekhine Defense, Modern Variation, Larsen Variation",https://old.chesstempo.com/gamedb/opening/27,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 dxe5
"Alekhine Defense, Modern Variation, Larsen Variation, Miles Line",https://old.chesstempo.com/gamedb/opening/1546,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 dxe5 5.Nxe5 c6
"Alekhine Defense, Modern Variation, Larsen-Haakert Variation",https://old.chesstempo.com/gamedb/opening/2842,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Nc6
"Alekhine Defense, Modern Variation, Main Line",https://old.chesstempo.com/gamedb/opening/28,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4
"Alekhine Defense, Modern Variation, Panov Variation",https://old.chesstempo.com/gamedb/opening/29,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.h3
"Alekhine Defense, Modern Variation, Schmid Variation",https://old.chesstempo.com/gamedb/opening/30,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Nb6
